match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date
44th match (D/N),Kolkata Knight Riders,Kings XI Punjab,BB Sran,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2018-05-12
44th match (D/N),Kolkata Knight Riders,Kings XI Punjab,MM Sharma,not out,4.0,3.0,0.0,1.0,0.0,133.33,normal player,not out,no bowler,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,PP Shaw,b Chahal,2.0,4.0,0.0,0.0,0.0,50.0,normal player,bowled,Chahal,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,JJ Roy,b Chahal,12.0,9.0,0.0,1.0,1.0,133.33,normal player,bowled,Chahal,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,SS Iyer,c Kohli b Mohammed Siraj,32.0,35.0,0.0,3.0,0.0,91.42,captain,caught,Mohammed Siraj,Kohli,1,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,RR Pant,c de Villiers b Ali,61.0,34.0,0.0,5.0,4.0,179.41,wicket keeper,caught,Ali,de Villiers,1,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,V Shankar,not out,21.0,20.0,0.0,2.0,0.0,105.0,normal player,not out,no bowler,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,Abhishek Sharma,not out,46.0,19.0,0.0,3.0,4.0,242.1,normal player,not out,no bowler,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,PA Patel,lbw b Lamichhane,6.0,8.0,0.0,1.0,0.0,75.0,wicket keeper,lbw,Lamichhane,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,MM Ali,c Shaw b Boult,1.0,3.0,0.0,0.0,0.0,33.33,normal player,caught,Boult,Shaw,1,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,V Kohli,c †Pant b Mishra,70.0,40.0,0.0,7.0,3.0,175.0,captain,caught,Mishra,†Pant,1,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,AB de Villiers,not out,72.0,37.0,0.0,4.0,6.0,194.59,normal player,not out,no bowler,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,Mandeep Singh,b Boult,13.0,14.0,0.0,0.0,1.0,92.85,normal player,bowled,Boult,no fielder,0,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,SN Khan,c Shaw b Patel,11.0,8.0,0.0,2.0,0.0,137.5,normal player,caught,Patel,Shaw,1,2018-05-12
45th match (N),Delhi Daredevils,Royal Challengers Bangalore,C de Grandhomme,not out,3.0,4.0,0.0,0.0,0.0,75.0,normal player,not out,no bowler,no fielder,0,2018-05-12
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,c Harbhajan Singh b Bravo,79.0,49.0,0.0,10.0,3.0,161.22,normal player,caught,Bravo,Harbhajan Singh,1,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,AD Hales,c Raina b Chahar,2.0,9.0,0.0,0.0,0.0,22.22,normal player,caught,Chahar,Raina,1,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,KS Williamson,c Bravo b Thakur,51.0,39.0,0.0,5.0,2.0,130.76,captain,caught,Thakur,Bravo,1,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,MK Pandey,c Willey b Thakur,5.0,6.0,0.0,0.0,0.0,83.33,normal player,caught,Thakur,Willey,1,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,DJ Hooda,not out,21.0,11.0,0.0,1.0,1.0,190.9,normal player,not out,no bowler,no fielder,0,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,Shakib Al Hasan,not out,8.0,6.0,0.0,1.0,0.0,133.33,normal player,not out,no bowler,no fielder,0,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,SR Watson,run out (Williamson/†Goswami),57.0,35.0,0.0,5.0,3.0,162.85,normal player,run out,no bowler,no fielder,0,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,AT Rayudu,not out,100.0,62.0,0.0,7.0,7.0,161.29,normal player,not out,no bowler,no fielder,0,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,SK Raina,c Williamson b Sandeep Sharma,2.0,3.0,0.0,0.0,0.0,66.66,normal player,caught,Sandeep Sharma,Williamson,1,2018-05-13
46th match (D/N),Sunrisers Hyderabad,Chennai Super Kings,MS Dhoni,not out,20.0,14.0,0.0,1.0,1.0,142.85,captain & wicket keeper,not out,no bowler,no fielder,0,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,SA Yadav,c Unadkat b Archer,38.0,31.0,0.0,7.0,0.0,122.58,normal player,caught,Archer,Unadkat,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,E Lewis,c Samson b Kulkarni,60.0,42.0,0.0,4.0,4.0,142.85,normal player,caught,Kulkarni,Samson,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,RG Sharma,c Unadkat b Archer,0.0,1.0,0.0,0.0,0.0,0.0,captain,caught,Archer,Unadkat,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,Ishan Kishan,c Samson b Stokes,12.0,11.0,0.0,1.0,0.0,109.09,wicket keeper,caught,Stokes,Samson,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,HH Pandya,c Samson b Stokes,36.0,21.0,0.0,3.0,2.0,171.42,normal player,caught,Stokes,Samson,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,KH Pandya,c Gowtham b Unadkat,3.0,7.0,0.0,0.0,0.0,42.85,normal player,caught,Unadkat,Gowtham,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,BCJ Cutting,not out,10.0,7.0,0.0,0.0,1.0,142.85,normal player,not out,no bowler,no fielder,0,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,JP Duminy,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,DJM Short,c †Ishan Kishan b Bumrah,4.0,5.0,0.0,1.0,0.0,80.0,normal player,caught,Bumrah,†Ishan Kishan,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,JC Buttler,not out,94.0,53.0,0.0,9.0,5.0,177.35,wicket keeper,not out,no bowler,no fielder,0,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,AM Rahane,c Yadav b HH Pandya,37.0,36.0,0.0,4.0,0.0,102.77,captain,caught,HH Pandya,Yadav,1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,SV Samson,c sub (RD Chahar) b HH Pandya,26.0,14.0,0.0,2.0,2.0,185.71,normal player,caught,HH Pandya,sub (RD Chahar),1,2018-05-13
47th match (N),Mumbai Indians,Rajasthan Royals,BA Stokes,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-13
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,KL Rahul,c de Grandhomme b Yadav,21.0,15.0,0.0,0.0,3.0,140.0,wicket keeper,caught,Yadav,de Grandhomme,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,CH Gayle,c Mohammed Siraj b Yadav,18.0,14.0,0.0,4.0,0.0,128.57,normal player,caught,Yadav,Mohammed Siraj,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,KK Nair,c Kohli b Mohammed Siraj,1.0,3.0,0.0,0.0,0.0,33.33,normal player,caught,Mohammed Siraj,Kohli,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,AJ Finch,c Kohli b Ali,26.0,23.0,0.0,1.0,2.0,113.04,normal player,caught,Ali,Kohli,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,MP Stoinis,b Chahal,2.0,3.0,0.0,0.0,0.0,66.66,normal player,bowled,Chahal,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,MA Agarwal,c †Patel b de Grandhomme,2.0,6.0,0.0,0.0,0.0,33.33,normal player,caught,de Grandhomme,†Patel,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,AR Patel,not out,9.0,13.0,0.0,0.0,0.0,69.23,normal player,not out,no bowler,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,R Ashwin,run out (sub [Negi]/†Patel),0.0,1.0,0.0,0.0,0.0,0.0,captain,run out,no bowler,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,AJ Tye,c †Patel b Yadav,0.0,3.0,0.0,0.0,0.0,0.0,normal player,caught,Yadav,†Patel,1,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,MM Sharma,run out (de Villiers/Ali),3.0,5.0,0.0,0.0,0.0,60.0,normal player,run out,no bowler,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,AS Rajpoot,run out (Southee/Ali),1.0,5.0,0.0,0.0,0.0,20.0,normal player,run out,no bowler,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,V Kohli,not out,48.0,28.0,0.0,6.0,2.0,171.42,captain,not out,no bowler,no fielder,0,2018-05-14
48th match (N),Kings XI Punjab,Royal Challengers Bangalore,PA Patel,not out,40.0,22.0,0.0,7.0,0.0,181.81,wicket keeper,not out,no bowler,no fielder,0,2018-05-14
49th match (N),Rajasthan Royals,Kolkata Knight Riders,RA Tripathi,c †Karthik b Russell,27.0,15.0,0.0,4.0,1.0,180.0,normal player,caught,Russell,†Karthik,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,JC Buttler,c Scantlebury-Searles b Kuldeep Yadav,39.0,22.0,0.0,5.0,2.0,177.27,wicket keeper,caught,Kuldeep Yadav,Scantlebury-Searles,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,AM Rahane,b Kuldeep Yadav,11.0,12.0,0.0,1.0,0.0,91.66,captain,bowled,Kuldeep Yadav,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,SV Samson,lbw b Narine,12.0,10.0,0.0,2.0,0.0,120.0,normal player,lbw,Narine,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,BA Stokes,c & b Kuldeep Yadav,11.0,13.0,0.0,0.0,0.0,84.61,normal player,caught,Kuldeep Yadav,Kuldeep Yadav,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,STR Binny,st †Karthik b Kuldeep Yadav,1.0,4.0,0.0,0.0,0.0,25.0,normal player,stumped,Kuldeep Yadav,†Karthik,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,K Gowtham,c †Karthik b Shivam Mavi,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,Shivam Mavi,†Karthik,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,JD Unadkat,b Prasidh Krishna,26.0,18.0,0.0,3.0,1.0,144.44,normal player,bowled,Prasidh Krishna,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,IS Sodhi,c †Karthik b Prasidh Krishna,1.0,6.0,0.0,0.0,0.0,16.66,normal player,caught,Prasidh Krishna,†Karthik,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,JC Archer,c Shubman Gill b Russell,6.0,5.0,0.0,1.0,0.0,120.0,normal player,caught,Russell,Shubman Gill,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,Anureet Singh,not out,3.0,4.0,0.0,0.0,0.0,75.0,normal player,not out,no bowler,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,SP Narine,c Gowtham b Stokes,21.0,7.0,0.0,2.0,2.0,300.0,normal player,caught,Stokes,Gowtham,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,CA Lynn,c Anureet Singh b Stokes,45.0,42.0,0.0,5.0,1.0,107.14,normal player,caught,Stokes,Anureet Singh,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,RV Uthappa,c Tripathi b Stokes,4.0,6.0,0.0,0.0,0.0,66.66,normal player,caught,Stokes,Tripathi,1,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,N Rana,lbw b Sodhi,21.0,17.0,0.0,2.0,1.0,123.52,normal player,lbw,Sodhi,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,KD Karthik,not out,41.0,31.0,0.0,5.0,1.0,132.25,captain & wicket keeper,not out,no bowler,no fielder,0,2018-05-15
49th match (N),Rajasthan Royals,Kolkata Knight Riders,AD Russell,not out,11.0,5.0,0.0,2.0,0.0,220.0,normal player,not out,no bowler,no fielder,0,2018-05-15
50th match (N),Mumbai Indians,Kings XI Punjab,SA Yadav,c †Rahul b Tye,27.0,15.0,0.0,3.0,2.0,180.0,normal player,caught,Tye,†Rahul,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,E Lewis,b Tye,9.0,7.0,0.0,0.0,1.0,128.57,normal player,bowled,Tye,no fielder,0,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,Ishan Kishan,c Stoinis b Tye,20.0,12.0,0.0,1.0,2.0,166.66,wicket keeper,caught,Tye,Stoinis,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,RG Sharma,c Yuvraj Singh b Rajpoot,6.0,10.0,0.0,0.0,0.0,60.0,captain,caught,Rajpoot,Yuvraj Singh,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,KH Pandya,c Rajpoot b Stoinis,32.0,23.0,0.0,1.0,2.0,139.13,normal player,caught,Stoinis,Rajpoot,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,KA Pollard,c Finch b Ashwin,50.0,23.0,0.0,5.0,3.0,217.39,normal player,caught,Ashwin,Finch,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,HH Pandya,c Ashwin b Tye,9.0,12.0,0.0,0.0,0.0,75.0,normal player,caught,Tye,Ashwin,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,BCJ Cutting,c Patel b Ashwin,4.0,7.0,0.0,0.0,0.0,57.14,normal player,caught,Ashwin,Patel,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,MJ McClenaghan,not out,11.0,7.0,0.0,1.0,1.0,157.14,normal player,not out,no bowler,no fielder,0,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,M Markande,not out,7.0,5.0,0.0,1.0,0.0,140.0,normal player,not out,no bowler,no fielder,0,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,KL Rahul,c Cutting b Bumrah,94.0,60.0,0.0,10.0,3.0,156.66,wicket keeper,caught,Bumrah,Cutting,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,CH Gayle,c Cutting b McClenaghan,18.0,11.0,0.0,2.0,1.0,163.63,normal player,caught,McClenaghan,Cutting,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,AJ Finch,c HH Pandya b Bumrah,46.0,35.0,0.0,3.0,1.0,131.42,normal player,caught,Bumrah,HH Pandya,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,MP Stoinis,c †Ishan Kishan b Bumrah,1.0,2.0,0.0,0.0,0.0,50.0,normal player,caught,Bumrah,†Ishan Kishan,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,AR Patel,not out,10.0,8.0,0.0,0.0,1.0,125.0,normal player,not out,no bowler,no fielder,0,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,Yuvraj Singh,c Lewis b McClenaghan,1.0,3.0,0.0,0.0,0.0,33.33,normal player,caught,McClenaghan,Lewis,1,2018-05-16
50th match (N),Mumbai Indians,Kings XI Punjab,MK Tiwary,not out,4.0,1.0,0.0,1.0,0.0,400.0,normal player,not out,no bowler,no fielder,0,2018-05-16
51,Royal Challengers Bangalore,Sunrisers Hyderabad,PA Patel,c Kaul b Sandeep Sharma,1.0,4.0,0.0,0.0,0.0,25.0,wicket keeper,caught,Sandeep Sharma,Kaul,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,b Rashid Khan,12.0,11.0,0.0,2.0,0.0,109.09,captain,bowled,Rashid Khan,no fielder,0,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,AB de Villiers,c Dhawan b Rashid Khan,69.0,39.0,0.0,12.0,1.0,176.92,normal player,caught,Rashid Khan,Dhawan,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,MM Ali,c †Goswami b Rashid Khan,65.0,34.0,0.0,2.0,6.0,191.17,normal player,caught,Rashid Khan,†Goswami,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,C de Grandhomme,c Rashid Khan b Kaul,40.0,17.0,0.0,1.0,4.0,235.29,normal player,caught,Kaul,Rashid Khan,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,Mandeep Singh,c Dhawan b Kaul,4.0,6.0,0.0,0.0,0.0,66.66,normal player,caught,Kaul,Dhawan,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,SN Khan,not out,22.0,8.0,0.0,3.0,1.0,275.0,normal player,not out,no bowler,no fielder,0,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,TG Southee,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,S Dhawan,c & b Chahal,18.0,15.0,0.0,0.0,2.0,120.0,normal player,caught,Chahal,Chahal,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,AD Hales,c de Villiers b Ali,37.0,24.0,0.0,2.0,3.0,154.16,normal player,caught,Ali,de Villiers,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,KS Williamson,c de Grandhomme b Mohammed Siraj,81.0,42.0,0.0,7.0,5.0,192.85,captain,caught,Mohammed Siraj,de Grandhomme,1,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,MK Pandey,not out,62.0,38.0,0.0,7.0,2.0,163.15,normal player,not out,no bowler,no fielder,0,2018-05-17
51,Royal Challengers Bangalore,Sunrisers Hyderabad,DJ Hooda,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2018-05-17
52nd match (N),Delhi Daredevils,Chennai Super Kings,PP Shaw,c Thakur b Chahar,17.0,17.0,0.0,1.0,1.0,100.0,normal player,caught,Chahar,Thakur,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,SS Iyer,b Ngidi,19.0,22.0,0.0,3.0,0.0,86.36,captain,bowled,Ngidi,no fielder,0,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,RR Pant,c Bravo b Ngidi,38.0,26.0,0.0,3.0,2.0,146.15,wicket keeper,caught,Ngidi,Bravo,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,GJ Maxwell,b Jadeja,5.0,7.0,0.0,0.0,0.0,71.42,normal player,bowled,Jadeja,no fielder,0,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,V Shankar,not out,36.0,28.0,0.0,2.0,2.0,128.57,normal player,not out,no bowler,no fielder,0,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,Abhishek Sharma,c Harbhajan Singh b Thakur,2.0,4.0,0.0,0.0,0.0,50.0,normal player,caught,Thakur,Harbhajan Singh,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,HV Patel,not out,36.0,16.0,0.0,1.0,4.0,225.0,normal player,not out,no bowler,no fielder,0,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,SR Watson,c Boult b Mishra,14.0,23.0,0.0,0.0,1.0,60.86,normal player,caught,Mishra,Boult,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,AT Rayudu,c Maxwell b Patel,50.0,29.0,0.0,4.0,4.0,172.41,normal player,caught,Patel,Maxwell,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,SK Raina,c Shankar b Lamichhane,15.0,18.0,0.0,1.0,0.0,83.33,normal player,caught,Lamichhane,Shankar,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,MS Dhoni,c Iyer b Boult,17.0,23.0,0.0,1.0,0.0,73.91,captain & wicket keeper,caught,Boult,Iyer,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,SW Billings,c Abhishek Sharma b Mishra,1.0,5.0,0.0,0.0,0.0,20.0,normal player,caught,Mishra,Abhishek Sharma,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,RA Jadeja,not out,27.0,18.0,0.0,0.0,2.0,150.0,normal player,not out,no bowler,no fielder,0,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,DJ Bravo,c Shankar b Boult,1.0,2.0,0.0,0.0,0.0,50.0,normal player,caught,Boult,Shankar,1,2018-05-18
52nd match (N),Delhi Daredevils,Chennai Super Kings,DL Chahar,not out,1.0,2.0,0.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2018-05-18
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,RA Tripathi,not out,80.0,58.0,0.0,5.0,3.0,137.93,normal player,not out,no bowler,no fielder,0,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,JC Archer,c †Patel b Yadav,0.0,4.0,0.0,0.0,0.0,0.0,normal player,caught,Yadav,†Patel,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,lbw b Yadav,33.0,31.0,0.0,3.0,0.0,106.45,captain,lbw,Yadav,no fielder,0,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,SV Samson,c Ali b Yadav,0.0,1.0,0.0,0.0,0.0,0.0,normal player,caught,Yadav,Ali,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,H Klaasen,c Ali b Mohammed Siraj,32.0,21.0,0.0,3.0,1.0,152.38,wicket keeper,caught,Mohammed Siraj,Ali,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,K Gowtham,run out (†Patel/Southee),14.0,5.0,0.0,0.0,2.0,280.0,normal player,run out,no bowler,no fielder,0,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,V Kohli,b Gowtham,4.0,9.0,0.0,0.0,0.0,44.44,captain,bowled,Gowtham,no fielder,0,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,PA Patel,st †Klaasen b Gopal,33.0,21.0,0.0,3.0,2.0,157.14,wicket keeper,stumped,Gopal,†Klaasen,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,AB de Villiers,st †Klaasen b Gopal,53.0,35.0,0.0,7.0,0.0,151.42,normal player,stumped,Gopal,†Klaasen,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,MM Ali,c & b Gopal,1.0,2.0,0.0,0.0,0.0,50.0,normal player,caught,Gopal,Gopal,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,Mandeep Singh,st †Klaasen b Gopal,3.0,4.0,0.0,0.0,0.0,75.0,normal player,stumped,Gopal,†Klaasen,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,C de Grandhomme,c Rahane b Sodhi,2.0,3.0,0.0,0.0,0.0,66.66,normal player,caught,Sodhi,Rahane,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,SN Khan,c †Klaasen b Laughlin,7.0,8.0,0.0,1.0,0.0,87.5,normal player,caught,Laughlin,†Klaasen,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,TG Southee,c Gowtham b Unadkat,14.0,17.0,0.0,2.0,0.0,82.35,normal player,caught,Unadkat,Gowtham,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,UT Yadav,b Laughlin,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Laughlin,no fielder,0,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,Mohammed Siraj,c Gowtham b Unadkat,14.0,12.0,0.0,2.0,0.0,116.66,normal player,caught,Unadkat,Gowtham,1,2018-05-19
53rd match (D/N),Rajasthan Royals,Royal Challengers Bangalore,YS Chahal,not out,0.0,4.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,lbw b Prasidh Krishna,50.0,39.0,0.0,5.0,1.0,128.2,normal player,lbw,Prasidh Krishna,no fielder,0,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,SP Goswami,c Russell b Kuldeep Yadav,35.0,26.0,0.0,4.0,1.0,134.61,wicket keeper,caught,Kuldeep Yadav,Russell,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,KS Williamson,c Russell b Scantlebury-Searles,36.0,17.0,0.0,1.0,3.0,211.76,captain,caught,Scantlebury-Searles,Russell,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,MK Pandey,c sub (RK Singh) b Prasidh Krishna,25.0,22.0,0.0,2.0,1.0,113.63,normal player,caught,Prasidh Krishna,sub (RK Singh),1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,YK Pathan,c Uthappa b Narine,2.0,4.0,0.0,0.0,0.0,50.0,normal player,caught,Narine,Uthappa,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,CR Brathwaite,c †Karthik b Russell,3.0,4.0,0.0,0.0,0.0,75.0,normal player,caught,Russell,†Karthik,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,Shakib Al Hasan,c Narine b Prasidh Krishna,10.0,7.0,0.0,2.0,0.0,142.85,normal player,caught,Prasidh Krishna,Narine,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,Rashid Khan,c †Karthik b Prasidh Krishna,0.0,1.0,0.0,0.0,0.0,0.0,normal player,caught,Prasidh Krishna,†Karthik,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,B Kumar,run out (†Karthik),0.0,1.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,S Kaul,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,CA Lynn,c Pandey b Kaul,55.0,43.0,0.0,4.0,3.0,127.9,normal player,caught,Kaul,Pandey,1,2018-05-19
54th match (N),Sunrisers Hyderabad,Kolkata Knight Riders,SP Narine,c Pandey b Shakib Al Hasan,29.0,10.0,0.0,4.0,2.0,290.0,normal player,caught,Shakib Al Hasan,Pandey,1,2018-05-19
