match_date,Ground,Team 1,Team 2,Winner,year,month,day,win_mode,margin,toss_winner,toss_decision,match_no
2016-05-01,Rajkot,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,2016,5,1,Runs,23.0,Gujarat Lions,field first,551
2016-05-01,Pune,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,2016,5,1,Wickets,8.0,Mumbai Indians,field first,552
2016-05-02,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2016,5,2,Wickets,5.0,Kolkata Knight Riders,field first,553
2016-05-03,Rajkot,Gujarat Lions,Delhi Capitals,Delhi Capitals,2016,5,3,Wickets,8.0,Delhi Capitals,field first,554
2016-05-04,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2016,5,4,Runs,7.0,Kings XI Punjab,field first,555
2016-05-05,Delhi,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,2016,5,5,Wickets,7.0,Rising Pune Supergiants,field first,556
2016-05-06,Hyderabad (Deccan),Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,2016,5,6,Wickets,5.0,Sunrisers Hyderabad,field first,557
2016-05-07,Bengaluru,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,2016,5,7,Wickets,7.0,Royal Challengers Bangalore,field first,558
2016-05-07,Mohali,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2016,5,7,Runs,9.0,Delhi Capitals,field first,559
2016-05-08,Kolkata,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,2016,5,8,Wickets,5.0,Gujarat Lions,field first,560
2016-05-08,Visakhapatnam,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,5,8,Runs,85.0,Mumbai Indians,field first,561
2016-05-09,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,2016,5,9,Runs,1.0,Kings XI Punjab,field first,562
2016-05-10,Visakhapatnam,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,5,10,Runs,4.0,Sunrisers Hyderabad,bat first,563
2016-05-11,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,2016,5,11,Wickets,6.0,Mumbai Indians,field first,564
2016-05-12,Hyderabad (Deccan),Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,2016,5,12,Wickets,7.0,Delhi Capitals,field first,565
2016-05-13,Visakhapatnam,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,2016,5,13,Wickets,7.0,Mumbai Indians,bat first,566
2016-05-14,Bengaluru,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,2016,5,14,Runs,144.0,Gujarat Lions,field first,567
2016-05-14,Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,2016,5,14,Wickets,8.0,Rising Pune Supergiants,bat first,568
2016-05-15,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,5,15,Wickets,7.0,Kings XI Punjab,bat first,569
2016-05-15,Visakhapatnam,Mumbai Indians,Delhi Capitals,Mumbai Indians,2016,5,15,Runs,80.0,Delhi Capitals,field first,570
2016-05-16,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,2016,5,16,Wickets,9.0,Royal Challengers Bangalore,field first,571
2016-05-17,Visakhapatnam,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,2016,5,17,Runs,19.0,Rising Pune Supergiants,field first,572
2016-05-18,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,2016,5,18,Runs,82.0,Kings XI Punjab,field first,573
2016-05-19,Kanpur,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,2016,5,19,Wickets,6.0,Gujarat Lions,field first,574
2016-05-20,Raipur,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2016,5,20,Wickets,6.0,Delhi Capitals,field first,575
2016-05-21,Visakhapatnam,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,2016,5,21,Wickets,4.0,Kings XI Punjab,bat first,576
2016-05-21,Kanpur,Gujarat Lions,Mumbai Indians,Gujarat Lions,2016,5,21,Wickets,6.0,Gujarat Lions,field first,577
2016-05-22,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2016,5,22,Runs,22.0,Sunrisers Hyderabad,field first,578
2016-05-22,Raipur,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2016,5,22,Wickets,6.0,Royal Challengers Bangalore,field first,579
2016-05-24,Bengaluru,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,2016,5,24,Wickets,4.0,Royal Challengers Bangalore,field first,580
2016-05-25,Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2016,5,25,Runs,22.0,Kolkata Knight Riders,field first,581
2016-05-27,Delhi,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,5,27,Wickets,4.0,Sunrisers Hyderabad,field first,582
2016-05-29,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,2016,5,29,Runs,8.0,Sunrisers Hyderabad,bat first,583
2017-04-05,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2017,4,5,Runs,35.0,Royal Challengers Bangalore,field first,584
2017-04-06,Pune,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,2017,4,6,Wickets,7.0,Rising Pune Supergiant,field first,585
2017-04-07,Rajkot,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,2017,4,7,Wickets,10.0,Kolkata Knight Riders,field first,586
2017-04-08,Indore,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,2017,4,8,Wickets,6.0,Kings XI Punjab,field first,587
2017-04-08,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,2017,4,8,Runs,15.0,Royal Challengers Bangalore,bat first,588
2017-04-09,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2017,4,9,Wickets,4.0,Mumbai Indians,field first,589
2017-04-09,Hyderabad (Deccan),Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,2017,4,9,Wickets,9.0,Sunrisers Hyderabad,field first,590
2017-04-10,Indore,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,2017,4,10,Wickets,8.0,Royal Challengers Bangalore,bat first,591
2017-04-11,Pune,Rising Pune Supergiant,Delhi Capitals,Delhi Capitals,2017,4,11,Runs,97.0,Rising Pune Supergiant,field first,592
2017-04-12,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,2017,4,12,Wickets,4.0,Mumbai Indians,field first,593
2017-04-13,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2017,4,13,Wickets,8.0,Kolkata Knight Riders,field first,594
2017-04-14,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,2017,4,14,Wickets,4.0,Mumbai Indians,field first,595
2017-04-14,Rajkot,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,2017,4,14,Wickets,7.0,Gujarat Lions,field first,596
2017-04-15,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2017,4,15,Runs,17.0,Sunrisers Hyderabad,field first,597
2017-04-15,Delhi,Delhi Capitals,Kings XI Punjab,Delhi Capitals,2017,4,15,Runs,51.0,Delhi Capitals,bat first,598
2017-04-16,Mumbai,Mumbai Indians,Gujarat Lions,Mumbai Indians,2017,4,16,Wickets,6.0,Mumbai Indians,field first,599
2017-04-16,Bengaluru,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,2017,4,16,Runs,27.0,Royal Challengers Bangalore,field first,600
2017-04-17,Delhi,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,2017,4,17,Wickets,4.0,Delhi Capitals,bat first,601
2017-04-17,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,2017,4,17,Runs,5.0,Kings XI Punjab,field first,602
2017-04-18,Rajkot,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,2017,4,18,Runs,21.0,Gujarat Lions,field first,603
2017-04-19,Hyderabad (Deccan),Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2017,4,19,Runs,15.0,Sunrisers Hyderabad,bat first,604
2017-04-20,Indore,Kings XI Punjab,Mumbai Indians,Mumbai Indians,2017,4,20,Wickets,8.0,Mumbai Indians,field first,605
2017-04-21,Kolkata,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,2017,4,21,Wickets,4.0,Gujarat Lions,field first,606
2017-04-22,Pune,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,2017,4,22,Wickets,6.0,Rising Pune Supergiant,field first,607
2017-04-22,Mumbai,Mumbai Indians,Delhi Capitals,Mumbai Indians,2017,4,22,Runs,14.0,Delhi Capitals,field first,608
2017-04-23,Rajkot,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,2017,4,23,Runs,26.0,Gujarat Lions,field first,609
2017-04-23,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2017,4,23,Runs,82.0,Royal Challengers Bangalore,field first,610
2017-04-24,Mumbai,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,2017,4,24,Runs,3.0,Mumbai Indians,field first,611
2017-04-25,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,abandoned,2017,4,25,,0.0,no toss,no toss,612
2017-04-26,Pune,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,2017,4,26,Wickets,7.0,Kolkata Knight Riders,field first,613
2017-04-27,Bengaluru,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,2017,4,27,Wickets,7.0,Gujarat Lions,field first,614
2017-04-28,Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,2017,4,28,Wickets,7.0,Kolkata Knight Riders,field first,615
2017-04-28,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,2017,4,28,Runs,26.0,Kings XI Punjab,field first,616
2017-04-29,Rajkot,Gujarat Lions,Mumbai Indians,tied,2017,4,29,,0.0,Gujarat Lions,bat first,617
2017-04-29,Pune,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,2017,4,29,Runs,61.0,Royal Challengers Bangalore,field first,618
2017-04-30,Mohali,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2017,4,30,Wickets,10.0,Kings XI Punjab,field first,619
2017-04-30,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2017,4,30,Runs,48.0,Kolkata Knight Riders,field first,620
2017-05-01,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2017,5,1,Wickets,5.0,Royal Challengers Bangalore,bat first,621
2017-05-01,Pune,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,2017,5,1,Wickets,5.0,Rising Pune Supergiant,field first,622
2017-05-02,Delhi,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2017,5,2,Wickets,6.0,Delhi Capitals,field first,623
2017-05-03,Kolkata,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,2017,5,3,Wickets,4.0,Rising Pune Supergiant,field first,624
2017-05-04,Delhi,Delhi Capitals,Gujarat Lions,Delhi Capitals,2017,5,4,Wickets,7.0,Delhi Capitals,field first,625
2017-05-05,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,2017,5,5,Runs,19.0,Royal Challengers Bangalore,field first,626
2017-05-06,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,2017,5,6,Runs,146.0,Delhi Capitals,field first,627
2017-05-06,Hyderabad (Deccan),Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,2017,5,6,Runs,12.0,Sunrisers Hyderabad,field first,628
2017-05-07,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2017,5,7,Wickets,6.0,Kolkata Knight Riders,field first,629
2017-05-07,Mohali,Kings XI Punjab,Gujarat Lions,Gujarat Lions,2017,5,7,Wickets,6.0,Gujarat Lions,field first,630
2017-05-08,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2017,5,8,Wickets,7.0,Mumbai Indians,bat first,631
2017-05-09,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,2017,5,9,Runs,14.0,Kolkata Knight Riders,field first,632
2017-05-10,Kanpur,Gujarat Lions,Delhi Capitals,Delhi Capitals,2017,5,10,Wickets,2.0,Delhi Capitals,field first,633
2017-05-11,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,2017,5,11,Runs,7.0,Mumbai Indians,field first,634
2017-05-12,Delhi,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,2017,5,12,Runs,7.0,Delhi Capitals,bat first,635
2017-05-13,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2017,5,13,Runs,9.0,Kolkata Knight Riders,field first,636
2017-05-13,Kanpur,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,2017,5,13,Wickets,8.0,Sunrisers Hyderabad,field first,637
2017-05-14,Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2017,5,14,Runs,10.0,Royal Challengers Bangalore,bat first,638
2017-05-14,Pune,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,2017,5,14,Wickets,9.0,Rising Pune Supergiant,field first,639
2017-05-16,Mumbai,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,2017,5,16,Runs,20.0,Mumbai Indians,field first,640
2017-05-17,Bengaluru,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2017,5,17,Wickets,7.0,Kolkata Knight Riders,field first,641
2017-05-19,Bengaluru,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2017,5,19,Wickets,6.0,Mumbai Indians,field first,642
2017-05-21,Hyderabad (Deccan),Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,2017,5,21,Runs,1.0,Mumbai Indians,bat first,643
2018-04-07,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,2018,4,7,Wickets,1.0,Chennai Super Kings,field first,644
2018-04-08,Mohali,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2018,4,8,Wickets,6.0,Kings XI Punjab,field first,645
2018-04-08,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,2018,4,8,Wickets,4.0,Kolkata Knight Riders,field first,646
2018-04-09,Hyderabad (Deccan),Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2018,4,9,Wickets,9.0,Sunrisers Hyderabad,field first,647
2018-04-10,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2018,4,10,Wickets,5.0,Chennai Super Kings,field first,648
2018-04-11,Jaipur,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,2018,4,11,Runs,10.0,Delhi Capitals,field first,649
2018-04-12,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,2018,4,12,Wickets,1.0,Sunrisers Hyderabad,field first,650
2018-04-13,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,2018,4,13,Wickets,4.0,Royal Challengers Bangalore,field first,651
2018-04-14,Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,2018,4,14,Wickets,7.0,Delhi Capitals,field first,652
2018-04-14,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,2018,4,14,Wickets,5.0,Sunrisers Hyderabad,field first,653
2018-04-15,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,2018,4,15,Runs,19.0,Royal Challengers Bangalore,field first,654
2018-04-15,Mohali,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,2018,4,15,Runs,4.0,Chennai Super Kings,field first,655
2018-04-16,Kolkata,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,2018,4,16,Runs,71.0,Delhi Capitals,field first,656
2018-04-17,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2018,4,17,Runs,46.0,Royal Challengers Bangalore,field first,657
2018-04-18,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,2018,4,18,Wickets,7.0,Kolkata Knight Riders,field first,658
2018-04-19,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,2018,4,19,Runs,15.0,Kings XI Punjab,bat first,659
2018-04-20,Pune,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,2018,4,20,Runs,64.0,Rajasthan Royals,field first,660
2018-04-21,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,2018,4,21,Wickets,9.0,Kings XI Punjab,field first,661
2018-04-21,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,2018,4,21,Wickets,6.0,Royal Challengers Bangalore,field first,662
2018-04-22,Hyderabad (Deccan),Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2018,4,22,Runs,4.0,Sunrisers Hyderabad,field first,663
2018-04-22,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,2018,4,22,Wickets,3.0,Mumbai Indians,bat first,664
2018-04-23,Delhi,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,2018,4,23,Runs,4.0,Delhi Capitals,field first,665
2018-04-24,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,2018,4,24,Runs,31.0,Mumbai Indians,field first,666
2018-04-25,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,2018,4,25,Wickets,5.0,Chennai Super Kings,field first,667
2018-04-26,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,2018,4,26,Runs,13.0,Kings XI Punjab,field first,668
2018-04-27,Delhi,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,2018,4,27,Runs,55.0,Kolkata Knight Riders,field first,669
2018-04-28,Pune,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2018,4,28,Wickets,8.0,Mumbai Indians,field first,670
2018-04-29,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2018,4,29,Wickets,6.0,Kolkata Knight Riders,field first,671
2018-04-29,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,2018,4,29,Runs,11.0,Sunrisers Hyderabad,bat first,672
2018-04-30,Pune,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2018,4,30,Runs,13.0,Delhi Capitals,field first,673
2018-05-01,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,2018,5,1,Runs,14.0,Mumbai Indians,field first,674
2018-05-02,Delhi,Delhi Capitals,Rajasthan Royals,Delhi Capitals,2018,5,2,Runs,4.0,Rajasthan Royals,field first,675
2018-05-03,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,2018,5,3,Wickets,6.0,Kolkata Knight Riders,field first,676
2018-05-04,Indore,Kings XI Punjab,Mumbai Indians,Mumbai Indians,2018,5,4,Wickets,6.0,Mumbai Indians,field first,677
2018-05-05,Pune,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2018,5,5,Wickets,6.0,Chennai Super Kings,field first,678
2018-05-05,Hyderabad (Deccan),Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,2018,5,5,Wickets,7.0,Delhi Capitals,bat first,679
2018-05-06,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2018,5,6,Runs,13.0,Kolkata Knight Riders,field first,680
2018-05-06,Indore,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,2018,5,6,Wickets,6.0,Kings XI Punjab,field first,681
2018-05-07,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2018,5,7,Runs,5.0,Royal Challengers Bangalore,field first,682
2018-05-08,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,2018,5,8,Runs,15.0,Rajasthan Royals,bat first,683
2018-05-09,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,2018,5,9,Runs,102.0,Kolkata Knight Riders,field first,684
2018-05-10,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,2018,5,10,Wickets,9.0,Delhi Capitals,bat first,685
2018-05-11,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,2018,5,11,Wickets,4.0,Chennai Super Kings,bat first,686
2018-05-12,Indore,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,2018,5,12,Runs,31.0,Kings XI Punjab,field first,687
2018-05-12,Delhi,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,2018,5,12,Wickets,5.0,Royal Challengers Bangalore,field first,688
2018-05-13,Pune,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2018,5,13,Wickets,8.0,Chennai Super Kings,field first,689
2018-05-13,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,2018,5,13,Wickets,7.0,Rajasthan Royals,field first,690
2018-05-14,Indore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,2018,5,14,Wickets,10.0,Royal Challengers Bangalore,field first,691
2018-05-15,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,2018,5,15,Wickets,6.0,Kolkata Knight Riders,field first,692
2018-05-16,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,2018,5,16,Runs,3.0,Kings XI Punjab,field first,693
2018-05-17,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,2018,5,17,Runs,14.0,Sunrisers Hyderabad,field first,694
2018-05-18,Delhi,Delhi Capitals,Chennai Super Kings,Delhi Capitals,2018,5,18,Runs,34.0,Chennai Super Kings,field first,695
2018-05-19,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,2018,5,19,Runs,30.0,Rajasthan Royals,bat first,696
2018-05-19,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,2018,5,19,Wickets,5.0,Sunrisers Hyderabad,bat first,697
2018-05-20,Delhi,Delhi Capitals,Mumbai Indians,Delhi Capitals,2018,5,20,Runs,11.0,Delhi Capitals,bat first,698
2018-05-20,Pune,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,2018,5,20,Wickets,5.0,Chennai Super Kings,field first,699
2018-05-22,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,2018,5,22,Wickets,2.0,Chennai Super Kings,field first,700
2018-05-23,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,2018,5,23,Runs,25.0,Rajasthan Royals,field first,701
2018-05-25,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,2018,5,25,Runs,14.0,Kolkata Knight Riders,field first,702
2018-05-27,Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2018,5,27,Wickets,8.0,Chennai Super Kings,field first,703
2019-03-23,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,2019,3,23,Wickets,7.0,Chennai Super Kings,field first,704
2019-03-24,Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,2019,3,24,Runs,37.0,Mumbai Indians,field first,705
2019-03-24,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,2019,3,24,Wickets,6.0,Kolkata Knight Riders,field first,706
2019-03-25,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,2019,3,25,Runs,14.0,Rajasthan Royals,field first,707
2019-03-26,Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,2019,3,26,Wickets,6.0,Delhi Capitals,bat first,708
2019-03-27,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,2019,3,27,Runs,28.0,Kings XI Punjab,field first,709
2019-03-28,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,2019,3,28,Runs,6.0,Royal Challengers Bangalore,field first,710
2019-03-29,Hyderabad (Deccan),Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,2019,3,29,Wickets,5.0,Rajasthan Royals,bat first,711
2019-03-30,Mohali,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,2019,3,30,Wickets,8.0,Kings XI Punjab,field first,712
2019-03-30,Delhi,Delhi Capitals,Kolkata Knight Riders,tied,2019,3,30,,0.0,Delhi Capitals,field first,713
2019-03-31,Hyderabad (Deccan),Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,2019,3,31,Runs,118.0,Royal Challengers Bangalore,field first,714
2019-03-31,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,2019,3,31,Runs,8.0,Rajasthan Royals,field first,715
2019-04-01,Mohali,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,2019,4,1,Runs,14.0,Delhi Capitals,field first,716
2019-04-02,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,2019,4,2,Wickets,7.0,Rajasthan Royals,field first,717
2019-04-03,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,2019,4,3,Runs,37.0,Chennai Super Kings,field first,718
2019-04-04,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,2019,4,4,Wickets,5.0,Sunrisers Hyderabad,field first,719
2019-04-05,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,2019,4,5,Wickets,5.0,Kolkata Knight Riders,field first,720
2019-04-06,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,2019,4,6,Runs,22.0,Chennai Super Kings,bat first,721
2019-04-06,Hyderabad (Deccan),Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,2019,4,6,Runs,40.0,Sunrisers Hyderabad,field first,722
2019-04-07,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,2019,4,7,Wickets,4.0,Delhi Capitals,field first,723
2019-04-07,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,2019,4,7,Wickets,8.0,Kolkata Knight Riders,field first,724
2019-04-08,Mohali,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,2019,4,8,Wickets,6.0,Kings XI Punjab,field first,725
2019-04-09,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2019,4,9,Wickets,7.0,Chennai Super Kings,field first,726
2019-04-10,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,2019,4,10,Wickets,3.0,Mumbai Indians,field first,727
2019-04-11,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,2019,4,11,Wickets,4.0,Chennai Super Kings,field first,728
2019-04-12,Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,2019,4,12,Wickets,7.0,Delhi Capitals,field first,729
2019-04-13,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,2019,4,13,Wickets,4.0,Rajasthan Royals,field first,730
